# Image Name                        Asset Name   Game    Expansion                 AST1    AST2     AST3     AC1      AC2      AC3      AC4      AC5      AC6      Description           Asset #   Printflag
bg-barghest-front.png,              monsters,    d2e,    base game,                act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   barghest,             xxxxx,    8
bg-merriod-back.png,                monsters,    d2e,    base game,                act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   merriod,              xxxxx,    8
bg-shadow-dragon-front.png,         monsters,    d2e,    base game,                act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shadow dragon,        xxxxx,    8
bg-shadow-dragon-back.png,          monsters,    d2e,    base game,                act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shadow dragon,        xxxxx,    8
bg-zombie-front.png,                monsters,    d2e,    base game,                act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   zombie,               xxxxx,    8
bg-zombie-back.png,                 monsters,    d2e,    base game,                act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   zombie,               xxxxx,    8
bg-barghest-front.png,              monsters,    d2e,    base game,                act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   barghest,             xxxxx,    8
bg-barghest-back.png,               monsters,    d2e,    base game,                act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   barghest,             xxxxx,    8
bg-cave-spider-front.png,           monsters,    d2e,    base game,                act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   cave spider,          xxxxx,    8
bg-cave-spider-back.png,            monsters,    d2e,    base game,                act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   cave spider,          xxxxx,    8
bg-elemental-front.png,             monsters,    d2e,    base game,                act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   elemental,            xxxxx,    8
bg-elemental-back.png,              monsters,    d2e,    base game,                act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   elemental,            xxxxx,    8
bg-ettin-front.png,                 monsters,    d2e,    base game,                act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ettin,                xxxxx,    8
bg-ettin-back.png,                  monsters,    d2e,    base game,                act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ettin,                xxxxx,    8
bg-flesh-moulder-front.png,         monsters,    d2e,    base game,                act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   flesh moulder,        xxxxx,    8
bg-flesh-moulder-back.png,          monsters,    d2e,    base game,                act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   flesh moulder,        xxxxx,    8
bg-goblin-archer-front.png,         monsters,    d2e,    base game,                act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   goblin archer,        xxxxx,    8
bg-goblin-archer-back.png,          monsters,    d2e,    base game,                act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   goblin archer,        xxxxx,    8
bg-merriod-front.png,               monsters,    d2e,    base game,                act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   merriod,              xxxxx,    8
bg-merriod-back.png,                monsters,    d2e,    base game,                act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   merriod,              xxxxx,    8
bg-shadow-dragon-front.png,         monsters,    d2e,    base game,                act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shadow dragon,        xxxxx,    8
bg-shadow-dragon-back.png,          monsters,    d2e,    base game,                act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shadow dragon,        xxxxx,    8
bg-zombie-front.png,                monsters,    d2e,    base game,                act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   zombie,               xxxxx,    8
bg-zombie-back.png,                 monsters,    d2e,    base game,                act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   zombie,               xxxxx,    8
bw-deep-elf-front.png,              monsters,    d2e,    bonds of the wild,        act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   deep elf,             xxxxx,    8
bw-deep-elf-back.png,               monsters,    d2e,    bonds of the wild,        act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   deep elf,             xxxxx,    8
bw-hellhound-front.png,             monsters,    d2e,    bonds of the wild,        act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   hellhound,            xxxxx,    8
bw-hellhound-back.png,              monsters,    d2e,    bonds of the wild,        act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   hellhound,            xxxxx,    8
bw-kobold-front.png,                monsters,    d2e,    bonds of the wild,        act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   kobold,               xxxxx,    8
bw-kobold-back.png,                 monsters,    d2e,    bonds of the wild,        act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   kobold,               xxxxx,    8
bw-deep-elf-front.png,              monsters,    d2e,    bonds of the wild,        act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   deep elf,             xxxxx,    8
bw-deep-elf-back.png,               monsters,    d2e,    bonds of the wild,        act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   deep elf,             xxxxx,    8
bw-hellhound-front.png,             monsters,    d2e,    bonds of the wild,        act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   hellhound,            xxxxx,    8
bw-hellhound-back.png,              monsters,    d2e,    bonds of the wild,        act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   hellhound,            xxxxx,    8
bw-kobold-front.png,                monsters,    d2e,    bonds of the wild,        act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   kobold,               xxxxx,    8
bw-kobold-back.png,                 monsters,    d2e,    bonds of the wild,        act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   kobold,               xxxxx,    8
ck-bane-spider-front.png,           monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bane spider ck,       xxxxx,    8
ck-bane-spider-back.png,            monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bane spider ck,       xxxxx,    8
ck-beastman-front.png,              monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   beastman ck,          xxxxx,    8
ck-beastman-back.png,               monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   beastman ck,          xxxxx,    8
ck-blood-ape-front.png,             monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   blood ape ck,         xxxxx,    8
ck-blood-ape-back.png,              monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   blood ape ck,         xxxxx,    8
ck-chaos-beast-front.png,           monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   chaos beast ck,       xxxxx,    8
ck-chaos-beast-back.png,            monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   chaos beast ck,       xxxxx,    8
ck-crypt-dragon-front.png,          monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   crypt dragon ck,      xxxxx,    8
ck-crypt-dragon-back.png,           monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   crypt dragon ck,      xxxxx,    8
ck-dark-priest-front.png,           monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dark priest ck,       xxxxx,    8
ck-dark-priest-back.png,            monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dark priest ck,       xxxxx,    8
ck-deep-elf-front.png,              monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   deep elf ck,          xxxxx,    8
ck-deep-elf-back.png,               monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   deep elf ck,          xxxxx,    8
ck-demon-lord-front.png,            monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   demon lord ck,        xxxxx,    8
ck-demon-lord-back.png,             monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   demon lord ck,        xxxxx,    8
ck-ferrox-front.png,                monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ferrox ck,            xxxxx,    8
ck-ferrox-back.png,                 monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ferrox ck,            xxxxx,    8
ck-giant-front.png,                 monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   giant ck,             xxxxx,    8
ck-giant-back.png,                  monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   giant ck,             xxxxx,    8
ck-golem-front.png,                 monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   golem ck,             xxxxx,    8
ck-golem-back.png,                  monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   golem ck,             xxxxx,    8
ck-hellhound-front.png,             monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   hellhound ck,         xxxxx,    8
ck-hellhound-back.png,              monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   hellhound ck,         xxxxx,    8
ck-ice-wyrm-front.png,              monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ice wyrm ck,          xxxxx,    8
ck-ice-wyrm-back.png,               monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ice wyrm ck,          xxxxx,    8
ck-kobold-front.png,                monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   kobold ck,            xxxxx,    8
ck-kobold-back.png,                 monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   kobold ck,            xxxxx,    8
ck-lava-beetle-front.png,           monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   lava beetle ck,       xxxxx,    8
ck-lava-beetle-back.png,            monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   lava beetle ck,       xxxxx,    8
ck-manticore-front.png,             monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   manticore ck,         xxxxx,    8
ck-manticore-back.png,              monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   manticore ck,         xxxxx,    8
ck-medusa-front.png,                monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   medusa ck,            xxxxx,    8
ck-medusa-back.png,                 monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   medusa ck,            xxxxx,    8
ck-naga-front.png,                  monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   naga ck,              xxxxx,    8
ck-naga-back.png,                   monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   naga ck,              xxxxx,    8
ck-ogre-front.png,                  monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ogre ck,              xxxxx,    8
ck-ogre-back.png,                   monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ogre ck,              xxxxx,    8
ck-razorwing-front.png,             monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   razorwing ck,         xxxxx,    8
ck-razorwing-back.png,              monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   razorwing ck,         xxxxx,    8
ck-shade-front.png,                 monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shade ck,             xxxxx,    8
ck-shade-back.png,                  monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shade ck,             xxxxx,    8
ck-skeleton-archer-front.png,       monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   skeleton archer ck,   xxxxx,    8
ck-skeleton-archer-back.png,        monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   skeleton archer ck,   xxxxx,    8
ck-sorcerer-front.png,              monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sorcerer ck,          xxxxx,    8
ck-sorcerer-back.png,               monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sorcerer ck,          xxxxx,    8
ck-troll-front.png,                 monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   troll ck,             xxxxx,    8
ck-troll-back.png,                  monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   troll ck,             xxxxx,    8
ck-wendigo-front.png,               monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   wendigo ck,           xxxxx,    8
ck-wendigo-back.png,                monsters,    d2e,    conversion kit,           act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   wendigo ck,           xxxxx,    8
ck-bane-spider-front.png,           monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bane spider ck,       xxxxx,    8
ck-bane-spider-back.png,            monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bane spider ck,       xxxxx,    8
ck-beastman-front.png,              monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   beastman ck,          xxxxx,    8
ck-beastman-back.png,               monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   beastman ck,          xxxxx,    8
ck-blood-ape-front.png,             monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   blood ape ck,         xxxxx,    8
ck-blood-ape-back.png,              monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   blood ape ck,         xxxxx,    8
ck-chaos-beast-front.png,           monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   chaos beast ck,       xxxxx,    8
ck-chaos-beast-back.png,            monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   chaos beast ck,       xxxxx,    8
ck-crypt-dragon-front.png,          monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   crypt dragon ck,      xxxxx,    8
ck-crypt-dragon-back.png,           monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   crypt dragon ck,      xxxxx,    8
ck-dark-priest-front.png,           monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dark priest ck,       xxxxx,    8
ck-dark-priest-back.png,            monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dark priest ck,       xxxxx,    8
ck-deep-elf-front.png,              monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   deep elf ck,          xxxxx,    8
ck-deep-elf-back.png,               monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   deep elf ck,          xxxxx,    8
ck-demon-lord-front.png,            monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   demon lord ck,        xxxxx,    8
ck-demon-lord-back.png,             monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   demon lord ck,        xxxxx,    8
ck-ferrox-front.png,                monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ferrox ck,            xxxxx,    8
ck-ferrox-back.png,                 monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ferrox ck,            xxxxx,    8
ck-giant-front.png,                 monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   giant ck,             xxxxx,    8
ck-giant-back.png,                  monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   giant ck,             xxxxx,    8
ck-golem-front.png,                 monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   golem ck,             xxxxx,    8
ck-golem-back.png,                  monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   golem ck,             xxxxx,    8
ck-hellhound-front.png,             monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   hellhound ck,         xxxxx,    8
ck-hellhound-back.png,              monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   hellhound ck,         xxxxx,    8
ck-ice-wyrm-front.png,              monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ice wyrm ck,          xxxxx,    8
ck-ice-wyrm-back.png,               monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ice wyrm ck,          xxxxx,    8
ck-kobold-front.png,                monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   kobold ck,            xxxxx,    8
ck-kobold-back.png,                 monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   kobold ck,            xxxxx,    8
ck-lava-beetle-front.png,           monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   lava beetle ck,       xxxxx,    8
ck-lava-beetle-back.png,            monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   lava beetle ck,       xxxxx,    8
ck-manticore-front.png,             monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   manticore ck,         xxxxx,    8
