# Image Name                        Asset Name      Game   Expansion                   AST1               AST2     AST3     AC1      AC2      AC3      AC4      AC5      AC6      Description                Asset #   Printflag
bg-critical-blow.png,             overlord-decks,   d2e,   base game,                  basic,             xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   critical blow,             xxxxx,    8
bw-hunk-of-junk.png,              overlord-decks,   d2e,   bonds of the wild,          overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   hunk of junk,              xxxxx,    8
bw-overlord-decks-back.png,       overlord-decks,   d2e,   bonds of the wild,          overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   overlord-decks-back,       xxxxx,    0
cd-fire-gems.png,                 overlord-decks,   d2e,   crown of destiny,           overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   fire gems,                 xxxxx,    8
cd-overlord-decks-back.png,       overlord-decks,   d2e,   crown of destiny,           overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   overlord-decks-back,       xxxxx,    0
cf-forgotten-sorcery.png,         overlord-decks,   d2e,   crusade of the forgotten,   overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   forgotten sorcery,         xxxxx,    8
cf-overlord-decks-back.png,       overlord-decks,   d2e,   crusade of the forgotten,   overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   overlord-decks-back,       xxxxx,    0
gd-overlord-decks-back.png,       overlord-decks,   d2e,   guardians of deephall,      overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   overlord-decks-back,       xxxxx,    0
gd-power-in-numbers.png,          overlord-decks,   d2e,   guardians of deephall,      overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   power in numbers,          xxxxx,    8
lr-befuddle.png,                  overlord-decks,   d2e,   labyrinth of ruin,          basic2,            xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   befuddle,                  xxxxx,    8
lr-blinding-speed.png,            overlord-decks,   d2e,   labyrinth of ruin,          basic2,            xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   blinding speed,            xxxxx,    8
lr-dirty-fighting.png,            overlord-decks,   d2e,   labyrinth of ruin,          basic2,            xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dirty fighting,            xxxxx,    8
lr-flurry.png,                    overlord-decks,   d2e,   labyrinth of ruin,          basic2,            xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   flurry,                    xxxxx,    8
lr-grease-trap.png,               overlord-decks,   d2e,   labyrinth of ruin,          basic2,            xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   grease trap,               xxxxx,    8
lr-mental-error.png,              overlord-decks,   d2e,   labyrinth of ruin,          basic2,            xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   mental error,              xxxxx,    8
lr-mimic.png,                     overlord-decks,   d2e,   labyrinth of ruin,          basic2,            xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   mimic,                     xxxxx,    8
lr-overlord-decks-back.png,       overlord-decks,   d2e,   labyrinth of ruin,          basic2,            xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   overlord-decks-back,       xxxxx,    0
lr-overwhelm.png,                 overlord-decks,   d2e,   labyrinth of ruin,          basic2,            xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   overwhelm,                 xxxxx,    8
lr-reflective-ward.png,           overlord-decks,   d2e,   labyrinth of ruin,          basic2,            xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   reflective ward,           xxxxx,    8
lr-sign-of-weakness.png,          overlord-decks,   d2e,   labyrinth of ruin,          basic2,            xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sign of weakness,          xxxxx,    8
lr-uncontrolled-power.png,        overlord-decks,   d2e,   labyrinth of ruin,          basic2,            xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   uncontrolled power,        xxxxx,    8
lr-overlord-decks-back.png,       overlord-decks,   d2e,   labyrinth of ruin,          quest-reward,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   overlord-decks-back,       xxxxx,    0
lr-spligs-revenge.png,            overlord-decks,   d2e,   labyrinth of ruin,          quest-reward,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   splig's revenge,           xxxxx,    8
lr-twin-souls.png,                overlord-decks,   d2e,   labyrinth of ruin,          quest-reward,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   twin souls,                xxxxx,    8
lr-dark-remedy.png,               overlord-decks,   d2e,   labyrinth of ruin,          universal,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dark remedy,               xxxxx,    8
lr-overlord-decks-back.png,       overlord-decks,   d2e,   labyrinth of ruin,          universal,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   overlord-decks-back,       xxxxx,    0
lw-blood-bargaining.png,          overlord-decks,   d2e,   lair of the wyrm,           punisher,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   blood bargaining,          xxxxx,    8
lw-exploit-weakness.png,          overlord-decks,   d2e,   lair of the wyrm,           punisher,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   exploit weakness,          xxxxx,    8
lw-no-rest-for-the-wicked.png,    overlord-decks,   d2e,   lair of the wyrm,           punisher,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   no rest for the wicked,    xxxxx,    8
lw-overlord-decks-back.png,       overlord-decks,   d2e,   lair of the wyrm,           punisher,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   overlord-decks-back,       xxxxx,    0
lw-price-of-prevention.png,       overlord-decks,   d2e,   lair of the wyrm,           punisher,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   price of prevention,       xxxxx,    8
lw-trading-pains.png,             overlord-decks,   d2e,   lair of the wyrm,           punisher,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   trading pains,             xxxxx,    8
lw-overlord-decks-back.png,       overlord-decks,   d2e,   lair of the wyrm,           rumor-reward,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   overlord-decks-back,       xxxxx,    0
lw-the-wyrm-queens-favor.png,     overlord-decks,   d2e,   lair of the wyrm,           rumor-reward,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   the wyrm queen's favor,    xxxxx,    8
mr-dragonbone-pendant.png,        overlord-decks,   d2e,   manor of ravens,            enchanter,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dragonbone pendant,        xxxxx,    8
mr-elixir-of-stone.png,           overlord-decks,   d2e,   manor of ravens,            enchanter,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   elixir of stone,           xxxxx,    8
mr-overlord-decks-back.png,       overlord-decks,   d2e,   manor of ravens,            enchanter,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   overlord-decks-back,       xxxxx,    0
mr-rings-of-zholalam.png,         overlord-decks,   d2e,   manor of ravens,            enchanter,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   rings of zhol'alam,        xxxxx,    8
mr-rune-of-the-phoenix.png,       overlord-decks,   d2e,   manor of ravens,            enchanter,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   rune of the phoenix,       xxxxx,    8
mr-sign-of-the-last-zenith.png,   overlord-decks,   d2e,   manor of ravens,            enchanter,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sign of the last zenith,   xxxxx,    8
mr-ward-of-peace.png,             overlord-decks,   d2e,   manor of ravens,            enchanter,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ward of peace,             xxxxx,    8
mr-wristlet-of-wind.png,          overlord-decks,   d2e,   manor of ravens,            enchanter,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   wristlet of wind,          xxxxx,    8
mr-down-and-out.png,              overlord-decks,   d2e,   manor of ravens,            overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   down and out,              xxxxx,    8
mr-endless-supply.png,            overlord-decks,   d2e,   manor of ravens,            overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   endless supply,            xxxxx,    8
mr-overlord-decks-back.png,       overlord-decks,   d2e,   manor of ravens,            overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   overlord-decks-back,       xxxxx,    0
mr-unbroken.png,                  overlord-decks,   d2e,   manor of ravens,            overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   unbroken,                  xxxxx,    8
mr-beneath-the-shadow.png,        overlord-decks,   d2e,   manor of ravens,            unkindness,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   beneath the shadow,        xxxxx,    8
mr-beware.png,                    overlord-decks,   d2e,   manor of ravens,            unkindness,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   beware,                    xxxxx,    8
mr-call-of-the-ravens.png,        overlord-decks,   d2e,   manor of ravens,            unkindness,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   call of the ravens,        xxxxx,    8
mr-envelop.png,                   overlord-decks,   d2e,   manor of ravens,            unkindness,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   envelop,                   xxxxx,    8
mr-feast.png,                     overlord-decks,   d2e,   manor of ravens,            unkindness,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   feast,                     xxxxx,    8
mr-ill-omen.png,                  overlord-decks,   d2e,   manor of ravens,            unkindness,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ill omen,                  xxxxx,    8
mr-imitation.png,                 overlord-decks,   d2e,   manor of ravens,            unkindness,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   imitation,                 xxxxx,    8
mr-overlord-decks-back.png,       overlord-decks,   d2e,   manor of ravens,            unkindness,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   overlord-decks-back,       xxxxx,    0
mr-sudden-flurry.png,             overlord-decks,   d2e,   manor of ravens,            unkindness,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sudden flurry,             xxxxx,    8
oo-overlord-decks-back.png,       overlord-decks,   d2e,   oath of the outcast,        overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   overlord-decks-back,       xxxxx,    0
oo-unseen-wings.png,              overlord-decks,   d2e,   oath of the outcast,        overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   unseen wings,              xxxxx,    8
sn-black-out.png,                 overlord-decks,   d2e,   shadow of nerekhall,        shadowmancer,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   black out,                 xxxxx,    8
sn-imploding-rift.png,            overlord-decks,   d2e,   shadow of nerekhall,        shadowmancer,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   imploding rift,            xxxxx,    8
sn-mistrust.png,                  overlord-decks,   d2e,   shadow of nerekhall,        shadowmancer,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   mistrust,                  xxxxx,    8
sn-out-of-darkness.png,           overlord-decks,   d2e,   shadow of nerekhall,        shadowmancer,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   out of darkness,           xxxxx,    8
sn-overlord-decks-back.png,       overlord-decks,   d2e,   shadow of nerekhall,        shadowmancer,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   overlord-decks-back,       xxxxx,    0
sn-shadow-of-doubt.png,           overlord-decks,   d2e,   shadow of nerekhall,        shadowmancer,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shadow of doubt,           xxxxx,    8
sn-shadow-walk.png,               overlord-decks,   d2e,   shadow of nerekhall,        shadowmancer,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shadow walk,               xxxxx,    8
sn-treacherous-shadows.png,       overlord-decks,   d2e,   shadow of nerekhall,        shadowmancer,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   treacherous shadows,       xxxxx,    8
sn-diverse-means.png,             overlord-decks,   d2e,   shadow of nerekhall,        universal,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   diverse means,             xxxxx,    8
sn-diverse-means-errata.png,      overlord-decks,   d2e,   shadow of nerekhall,        universal,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   diverse means errata,      xxxxx,    8
sn-overlord-decks-back.png,       overlord-decks,   d2e,   shadow of nerekhall,        universal,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   overlord-decks-back,       xxxxx,    0
sn-placebo.png,                   overlord-decks,   d2e,   shadow of nerekhall,        universal,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   placebo,                   xxxxx,    8
sn-refresh.png,                   overlord-decks,   d2e,   shadow of nerekhall,        universal,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   refresh,                   xxxxx,    8
sn-solidarity.png,                overlord-decks,   d2e,   shadow of nerekhall,        universal,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   solidarity,                xxxxx,    8
sn-upgrade.png,                   overlord-decks,   d2e,   shadow of nerekhall,        universal,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   upgrade,                   xxxxx,    8
se-mockery.png,                   overlord-decks,   d2e,   shards of everdark,         overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   mockery,                   xxxxx,    8
se-overlord-decks-back.png,       overlord-decks,   d2e,   shards of everdark,         overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   overlord-decks-back,       xxxxx,    0
ss-overlord-decks-back.png,       overlord-decks,   d2e,   stewards of the secret,     overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   overlord-decks-back,       xxxxx,    0
ss-splice.png,                    overlord-decks,   d2e,   stewards of the secret,     overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   splice,                    xxxxx,    8
cr-danse-macabre.png,             overlord-decks,   d2e,   the chains that rust,       soulbinder,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   danse macabre,             xxxxx,    8
cr-dark-silhouette.png,           overlord-decks,   d2e,   the chains that rust,       soulbinder,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dark silhouette,           xxxxx,    8
cr-grotesque.png,                 overlord-decks,   d2e,   the chains that rust,       soulbinder,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   grotesque,                 xxxxx,    8
cr-haunted-steps.png,             overlord-decks,   d2e,   the chains that rust,       soulbinder,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   haunted steps,             xxxxx,    8
cr-overlord-decks-back.png,       overlord-decks,   d2e,   the chains that rust,       soulbinder,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   overlord-decks-back,       xxxxx,    0
cr-possessive.png,                overlord-decks,   d2e,   the chains that rust,       soulbinder,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   possessive,                xxxxx,    8
cr-restless-spirit.png,           overlord-decks,   d2e,   the chains that rust,       soulbinder,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   restless spirit,           xxxxx,    8
cr-ties-that-bind.png,            overlord-decks,   d2e,   the chains that rust,       soulbinder,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ties that bind,            xxxxx,    8
cr-unblinking.png,                overlord-decks,   d2e,   the chains that rust,       soulbinder,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   unblinking,                xxxxx,    8
tf-adaptive-contagion.png,        overlord-decks,   d2e,   the trollfens,              infector,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   adaptive contagion,        xxxxx,    8
